https://steamcommunity.com/id/Mr_Emoji/recommended/570,1, “Better with Friends” pepehands    
https://steamcommunity.com/id/Mr_Emoji/recommended/292030,1, I can't say anything the many other reviews here haven't already said, except that if 80,000 recommendations can't convince you to buy this game, then maybe 80,001 will.  In short: The Witcher 3 is amazing. It's an incredible achievement in gaming.   do yourself a favor. Play it. 
https://steamcommunity.com/id/Mr_Emoji/recommended/292030,1, I can't say anything the many other reviews here haven't already said, except that if 80,000 recommendations can't convince you to buy this game, then maybe 80,001 will.  In short: The Witcher 3 is amazing. It's an incredible achievement in gaming.   do yourself a favor. Play it. 
https://steamcommunity.com/id/Mr_Emoji/recommended/554620,1,   10/10 :)  OMFG! I Missed Chloe ! I Missed This Game ! Musics..Atmosphere..Art Style! I Missed Every Single Part About This Game!  Life Is Strange Will Make You &quot;strangely emotional&quot; that you might even ????ing cry :| !!! Thank god this turned out good..No Frame Rate Problem!Game Runs At 60fps in hella high!    do yourself a favor. Play it.   
https://steamcommunity.com/id/Mr_Emoji/recommended/570,1, “Better with Friends” pepehands    
https://steamcommunity.com/id/heliophysics/recommended/570,1, At least it's not a mobile game. 
https://steamcommunity.com/profiles/76561198054200126/recommended/730,1, ok bine facut ok ok ok 
https://steamcommunity.com/id/Mr_Emoji/recommended/413150,1, Definitely a game I would recomend to those who have a lot of free time on their hands and love simulator games. Between farming, mining, and getting to know the villagers one can rarely get bored. Considering the game is made by one person it is a pretty well rounded game that is witty and unpredictable. Love it!! so 10/10  do yourself a favor. Play it.  
https://steamcommunity.com/id/SgtWaffles/recommended/17410,1, This game is actually stunning. So much so, that I find myself reinstalling and playing through it every so often. It's pretty short, &lt;10 hours I'd say, but it's ridiculously unique. The artstyle is breathtaking and the soundtrack/audio is really good. If you are looking for a unique experience, buy this game. I can't recommend it enough. 
https://steamcommunity.com/id/Mr_Emoji/recommended/264710,1, It is fun, challenging, and at some points scary. It was worth the money. Can't wait to see future updates... 
https://steamcommunity.com/id/2255654574454245/recommended/105600,1, nice game 
https://steamcommunity.com/id/Mr_Emoji/recommended/413150,1, Definitely a game I would recomend to those who have a lot of free time on their hands and love simulator games. Between farming, mining, and getting to know the villagers one can rarely get bored. Considering the game is made by one person it is a pretty well rounded game that is witty and unpredictable. Love it!! so 10/10  do yourself a favor. Play it.  
https://steamcommunity.com/id/Mr_Emoji/recommended/384190,1, I LOVE THIS GAME! It was super realxing and beautiful !  Enjoyed! 
https://steamcommunity.com/id/Mr_Emoji/recommended/696790,1, if you are a &quot;COD FAN&quot; you will feel right at home with COD WW2!! i am . and i really enjoyed it! 
